ID	label	text
174	Non-depression	Я всегда стараюсь быть максимально дружелюбной к людям, даже незнакомым. Хотя меня достаточно просто вывести из себя, я быстро подавляю свою вспыльчивость и стараюсь быть мягкой с людьми. Я всегда боялась большого скопления людей, сцены и внимания к себе. Я люблю общаться маленькими уютными группками людей или сидеть с подругой один на один, рассуждать о жизни и делиться новыми впечатлениями о книгах. Для меня важно, чтобы друзья и близкие развивались вместе со мной. Пока я училась в институте, очень часто замечала, что я очень много даю людям: помогаю по учебе, решаю чужие проблемы, отдаю всю себя, и при этом ничего не получаю взамен. Со временем я поняла, что не стоит ждать ничего от других, да и дело - то совсем не в них: это удовлетворение лишь моей потребности давать что-то. Я люблю делать подарки, а не получать. Иногда даже не слежу за тем, сколько я трачу на других. Если подумать, то я постоянно трачу больше на других, чем на себя. Для меня всегда был интересен тот факт, что наше поведение зависит от человека, с которым ты общаешься. Когда я сижу в кафе с подругой, обычно мы говорим о философии, психологии, развитии, интересных мыслях, которые изменили наше мировоззрение. А когда я с этой подругой сижу в компании, обычно мы смеемся над совершенно глупыми шутками, обсуждаем что-то очень поверхностное, бытовое. Я очень странный человек: люблю и посмеяться, подурачиться, но иногда и порассуждать о серьезных вещах. Меня очень просто задеть, и мне очень сложно признать, что меня задели. Я не люблю говорить о своих проблемах, если они есть. Когда ты говоришь о личном или о том, что тебя действительно волнует, ты открываешься и сознаешься в своих слабостях. А я боюсь доверять людям свои слабости, потому что знаю, что они могут это использовать. Думаю, мне очень повезло с моим окружением и людьми, которых я встречала, потому что я не могу вспомнить плохих людей. Очень интересен тот факт, что твое окружение формирует то, как ты видишь этот мир и каким ты видишь себя.
19	Non-depression	"Я,другие,мир.Что для меня это значит? Под этой фразой у меня сразу в голове всплывает мысль о том,как человек взаимодействует с этим миром,как он к нему относится,как помогает или убивает его и то,как нему отношусь я. Взаимодействие с миром конечно же происходит постоянно. Но только каким образом? Зачастую мы не задумываемся над эти вопросом. Мы бездумно пользуемся всеми возможностями, которые мир нам может дать и даже не понимаем иногда,что можем нанести непоправимые последствия. Все мы ""пользуемся"" миром и ничего не отдаем взамен. На данный момент существует множество фабрик,заводов и различных предприятий,которые используют все блага нашей земли для того,чтобы удовлетворить потребности людей. И это совершенно нормально. Мы же должны как-то в существовать. Но не все так нормально,как может сначала показаться. Этим фабрикам и заводам зачастую нужны лишь только деньги от людей. Они используют землю, рубят деревья, убивают животных. Они не хотят тратить лишние силы на то,чтобы хоть как-то отплатить за это и возможно возместить то,чем они воспользовались. Им нужно лишь только взять,но не отдавать. И такое пользование миром может привести к непоправимым последствиям. Земли будут разорены, различные виды животных вымрут, кол-во деревьев сведется к ужасному минимуму. Есть множество моментов, когда воспользовавшись,мы уже не сможем вернуть это обратно. Например, нефть, природный газ, полезные ископаемые. Но мы должны как-то задумываться о нашем будущем и обратить большое внимание на это. Сейчас,множество ученых ищут способы замены важных для нашего существования источников. Разрабатываются различные планы насчет того, как мы будем жить дальше. И это очень ценно. Но не только нужно обращать внимание на то,как относятся к миру другие. Нужно посмотреть ещё и на себя и на свои поступки. Мы можем иногда с уверенностью сказать,что мы не вредим миру и даже помогаем. Но мы говорим лишь о тех вещах,которые хорошо помним и когда знаем,что делаем. Мы можем даже не замечать вреда,который наносим ежедневно. Кинуть жвачку на землю, сорвать листок, проехаться на машине не по дороге, выкинуть окурок не в мусорку. Все это вроде обычные вещи,которые мы можем делать каждый день и не думать над их важностью. Это очень сложно понять и принять,но в каждом необдуманном нашем поступке могут быть тяжелые последствия для окружающего мира. Нам нужно чаще обдумывать наши действия и тогда возможно мы улучшим чуточку мир. Мы должны не только пользоваться всем тем,что нам дают,но и давать что-то взамен. Срубая деревья,мы можем посадить новые, выбрасывая мусор,мы можем его сортировать для дальнейшей переработки. Взаимодействуем с миром мы постоянно и мы должны помнить об этом,поэтому нужно думать о том,что делаем и о том,что будет в будущем."
314	Non-depression	Я, другие и мир. Полагаю, что сперва стоит определить, какое место в Мире занимаю Я относительно Других. Я могу быть кому-то неприятен, как человек, наступивший в метро на ногу, я могу не нравиться, потому что вкусы и впечатления о людях у всех разные. Кто-то в мире и не знает обо мне ничего, ведь я для них просто профиль в соцсети или набор букв в базе данных, или лицо, прошедшее мимо на улице. Для кого-то я могу быть студентом – хорошим или плохим, прилежным или негодным, но для такого человека я просто обучающийся. А для кого-то я могу быть примером, кто-то на меня равняется, спрашивает совета и ищет утешения, для кого-то я близкий друг, которому можно довериться и рассказать то, что волнует. Для кого-то я любимый человек, а для кого-то сын или брат. Все эти люди так или иначе контактировали со мной, будь то долгое сожительство или секундный взгляд. И каждый из них что-то подумал обо мне. Обо мне не думали ничего только те, кто никак вообще не встречался со мной. И этих людей просто невероятное количество – огромный земной шар! Вполне вероятно, что с очень со многими я так и не обменяюсь хотя бы взглядом за всю свою жизнь, но можно также сказать, что с огромной для меня и совсем небольшой для мира группой людей я смогу провзаимодейтсвовать тем или иным образом, если конечно, я не исчезну сегодня или завтра. И вот все эти контакты и создают целостный мир. Все эти состоявшиеся или несостоявшиеся встречи создают мой прошлый, настоящий и будущий мир. И это только мой мир. А ведь для каждого этот набор контактов строго индивидуален. И вот так, переплетая сети знакомств и взглядов мы создаем Наш мир, полный горя и счастья, моментов плача и радостных событий. В мире людей очень важен контакт – взгляд, поцелуй, рукопожатие, беседы и многое-многое другое. Именно этим и определяясь Я в Мире относительно других.
130	Non-depression	Мое представление о мире,как мне кажется сильно отличается от многих людей . Я не понимаю к чему эти разделения на страны расы и так далее,в то время когда мы могли объединить усилия для достижения в области науки и космоса,мы ругаемся между собой . А самое смешное,что наблюдая за лицами занимающие высокий пост,ты понимаешь насколько узок их взгляд на будущее развития мира в целом . Что касается меня,я не считаю себя лучше или хуже,умнее или глупее, просто наблюдая за большинством людей,удивляешься,как легко могут опустить руки другие и согласиться с тем,что ничего кроме того как нарожать детей, сидеть у себя дома выпивая по выходным это максимум на что они способны . Я отношусь с небольшим презрением к людям,которые выбирают паразитический образ жизни (Жить для того чтобы жить),мне кажется система общества одновременно слишком устарела, опошлилась и отупела . В то время когда в нашей жизни появился интернет безграничный источник знаний, это должно было дать огромный толчок для развития, там можно найти информацию абсолютно по всему,что ты хочешь . Но вместо этого наше общество выбрало интернет как способ самоутвердиться в обществе, за счёт фотографий,которые они выкладывают ради того,что бы показать *смотрите я не так скучно живу*,а в итоге со стороны это выглядит настолько убого . Наблюдать за тем как люди сидят в телефоне,а потом делают пару фотографий в стиле *тут так весело*,а после этого садятся в свои телефоны .Ладно фотографии,если некоторым людям помогает это становиться лучше это еще можно понять . Но в тоже самое время интернет дал возможность анонимного высказывания мнения, это и выявило неадекватную сущность населения,я много раз встречал как милая с виду и по общению женщина зрелых лет, пишет в интернете такое,что любой сапожник может смутиться . В общем подведя итоге я могу сказать,что большая часть людей,не способны использовать ресурсы,которые доступны всем,а в связи с этим и развитие общества будет тормозиться .
164	Non-depression	Мои отношения с другими людьми, я бы сказал, достаточно хороши. Я всегда легко находил общий язык с ними. Даже находясь в малознакомой компании, я всегда мог показать себя с лучшей стороны и завести новые знакомства. Так что никогда не считал себя особо закрытым человеком, и всегда с простотой и легкостью шел на контакт в общении. Особо приятные чувства, вызывало общение в компании, где вовсе мало твоих знакомых. Даже заметил, что у меня, зачастую, есть несколько этапов в общении с новым человеком. Этап первый - мы знакомимся и я произвожу хорошее впечатление, стараюсь быть душой компании, и открытым человеком. Этап второй - подкрепляю свою дружелюбность действием, помогу в каком-либо деле, вытащу из неловкой ситуации и тд. Этап третий - и тут начинается самое интересно. После долгого общения с человеком мой внутренний экстраверт куда-то пропадает, будто убегает при виде множеств трудностей жизни и бытовых проблем. Я становлюсь уже не таким веселым, а скорее скучным и депрессивным. Не каждый готов терпеть такого друга. Этап четвертый - тут два исхода, или человек пропадет с горизонта, или останется и поможет вылезти из этой ямы. Но за последние 4 месяца все кардинально изменилось. Я встретил девушку и полюбил ее. Все меньше и меньше стал проводить время с друзьями из одной компании, из другой, из университета. А общение с ней увеличивалось с каждым днем. И постоянное чувства, что тебя все мало и мало этого человека. Думали, что этот период быстро пройдет, и мы сможем проводить свои будни не видя друг друга хотя бы день или два. Но нет, все становилось только хуже. Теперь мое общение с людьми сократилось чуть ли не втрое. И нет, я не кого не виню, меня все устраивает. Среди кругов общения остались: часто общаюсь - мой творческий коллектив, в котором я работаю и моя девушка; средне общаюсь - семья; мало общаюсь - ранее близкие друзья, университетские друзья; ну а с некоторыми я и вовсе прекратил общение. В наше время очень сложно сохранять и поддерживать дружбу с многими людьми. Иногда тебя просто разрывает на части работа, учеба, хобби, отношения, семья или что-нибудь еще. Но я думаю, чтобы не потерять хороших людей вокруг себя, следует самому оставаться хорошим. И сейчас, с уверенностью могу сказать, что не смотря на то, что с некоторыми друзьями я стал мало общаться, они придут мне на помощь в любое время суток.
211	Depression	Свое эссе я хочу посвятить теме моих отношений с людьми. На мой взгляд, тема отношений в век электронных технологий очень актуальна. Про себя я могу сказать, что я являюсь коммуникабельным человеком, у которого достаточно много друзей, родственников, коллег по работе, да и просто хороших знакомых, с которыми я поддерживаю дружеские отношения и общение. В связи с тем, что жизнь в мегаполисе достаточно насыщенная, чувство одиночество в Москве испытываешь сильнее и все время бежишь куда-то, а из-за постоянной нехватки времени и достаточно большой загруженности на работе именно живого общения и не хватает людям. Еще хотелось бы отметить, что в последнее время я стала замечать, что от разных людей я питаюсь разной энергетикой. По приезду домой к родителям, изредка, в выходные, пообщавшись с ними, я запасаюсь хорошим настроением и спокойствием на всю рабочую неделю в силу теплых отношений в семье. К сожалению, есть и люди, после общения с которыми я чувствую опустошенность и общение с ними мне дается нелегко, хотя внешне я стараюсь этого не проявлять. Очень неприятно наблюдать за людьми, которые так равнодушно относятся к другим, порой даже к своим близким людям, когда те попадают в беду или просто в их жизни выдались не самые лучшие дни. Так же не могу до сих пор смириться с тем, что люди так любят обсуждать друг друга, высмеивать людей, с которыми пять минут назад так мило беседовали. Для меня главной чертой в отношениях и общении с людьми является искренность и возможность прийти на помощь, не оставить близкого в беде. Не зря же говорят, относись к относись к людям так, как хочешь, чтобы они относились к тебе, при этом в настоящем времени очень важно, чтоб это было обоюдно. Из-за своей открытости и обостренного чувства справедливости я очень страдаю по жизни, и даже моя нервная система сыграла со мной злую шутку в виде депрессии. Но несмотря на то, что я сейчас каждый второй человек на Земле отключает свои эмоции и становится равнодуным, я продолжаю верить в лучшее. Я желаю всем людям встречаться с отзывчивыми и добрыми людьми, приносящими друг другу взаимную радость и легкость в нашем мире.
163	Non-depression	Если вы заглянете в мой мир, то окунетесь совершенно в необыкновенную атмосферу. Я ежедневно подпитываю свой разум множеством интереснейших книг, которые постоянно уносят меня в иные миры. Книги мои лучшие друзья, они готовы поведать мне множество тайн, рассказать о том, что я вообразить себе не могла. Так же хотела бы отметить, что в нашем мире всегда были очень благородные и отзывчивые люди, которые с радостью готовы броситься на помощь другим. При этом не редко, эти люди жертвовали собой, своими силами и временем ради других. Среди моих знакомых есть люди, которые готовы помочь мне в трудную минуту - это и есть, настоящие друзья! Однако не все так отзывчивы и благородны, особенно в современном мире. Сейчас мы нередко видим, что молодые люди не уступают пожилым и инвалидам место в общественном транспорте. Зачастую я лично сталкивалась с такой ситуацией, что бабушка просит девушку убрать сумку с сидения, чтобы освободить место, а вместо помощи ближнему, молодая особа начинает хамить и грубить. Но рядом все равно окажутся добрые люди, не нужно концентрироваться только на плохих моментах. Окружающий нас мир создаем мы сами. Каждый из нас большую часть времени проводит в мечтах о светлом будущем. Нам хочется, чтобы все наладилось, жизнь стала проще и ярче. Именно поэтому многие жалеют, что не родились лет сто назад, или же напротив мечтают очутиться в будущем. Так же я хотела бы сказать, что наше будущее, хоть и зависит от государства и множества других факторов, но главные творцы своего счастья - мы сами. Я хочу сказать, что нам необходимо стремиться к лучшей жизни, чего бы этого не стоило. Нельзя оставаться «бездвижными», сидеть «сложа руки», ведь жизнь от этого не станет ни проще, ни ярче. Каждый может найти массу прекрасных вещей в нашем мире, ведь он на самом деле прекрасен! Множество ярких красок встречаются нам ежедневно не только в оттенках природы, но и в людях. Они также дарят нам яркие воспоминания, дружбу и любовь, тепло и уют. И все это потому, что наш мир прекрасен!
271	Non-depression	Наша жизнь по-большому счету, не принадлежит лично нам. С рождения мы подвластны кому-то или чему-то. Прежде всего, мы окружены людьми, которые в разной степени влияют на нашу жизнь. Насколько именно мы зависимы от мнения другого человека? Это все индивидуально, ведь здесь играет роль еще и характер человека. Слабохарактерные люди легко попадают под влияние, в то время как люди с сильным характером становятся лидерами и их трудно в чем-то переубедить. Такие люди имеют свою точку зрения и никогда не будут считать черное белым, если оно таковым не является. Что сказать обо мне? Наверное, в детстве, как и другие дети, я попадала под влияние друзей, особенно тех, чей возраст был старше. Помнится, мы даже залезли на чужую усадьбу за яблоками, хотя я понимала, что это неправильно. Но так делали все, сделала и я. Этим и демонстрируется влияние толпы на мнение отдельных личностей. Теперь я так не поступаю, видимо повзрослела. Знаете, я часто вспоминаю прекрасный фильм под названием Я и другие. Он хорошо раскрывает тему влияния толпы на отдельную личность. Суть в том, что толпа может переубедить и заставить поверить в абсурдность ситуации, заставить посчитать неправильное правильным. Окружающие — это сила, что способна крушить или же наставить на путь истинный, все будет зависеть от того, в какое окружение попадает человек. Я же считаю, каждый человек должен бороться за свою точку зрения, стараться жить по законам божьим. Нужно помнить, что вокруг нас имеются ловушки, где слова в устах человека с лидерскими качествами превращаются в истину несмотря на то, что она может быть ошибочной. Но, так как невозможно избежать общества, то надо учиться противостоять толпе. И если вы уверены в правоте, отстаивать свою точку зрения, не поддаваясь влиянию других людей. Очень страшно, когда люди превращаются в марионеток, что чаще всего и происходит в жизни. Мы же должны бороться и помнить, что кроме нас в мире живут и другие, для которых являемся другими и мы. Главное, научиться жить друг с другом в согласии, научиться правильно общаться с окружающими и жить по правде, даже если толпа не согласна с этим. Отстаивайте свою правоту, как делаю это я. Поверьте, когда человек начинает поступать, как считает нужным, даже если итог получается негативным, он испытывает больше удовлетворения, нежели в случае, когда он отказывается от планов в угоду другого, переступая через себя и свои убеждения.
40	Non-depression	"Я, другие, мир. Эти три понятия несомненно взаимосвязанны друг с другом. Я и другие в совокупности и представляют собой мир. У каждого из нас есть собственное ""я"". Мир настолько велик, что нельзя обобщить всех людей, из которых он состоит. Я говорю о том, что все они разные. Разные по внешности, характеру и мышлению. Мир уникален. Прежде всего его уникальность проявляемся именно в том, что он включает бесконечное множество этих самых ""я"". И эти самые ""я"" управляют собой. Я имею ввиду, что каждый человек способен изменить свою жизнь, свои привычки, круг общения, да и вообще, мы можем изменить все, только лишь нудно захотеть этого. Существует такой философский вопрос, на который пока нет ответа, но есть определённые мнения. Одним из этих мнений является зпклбчение о том, что если ""я и другие"" будут вместе стремиться к тому, чтобы что-то изменить, это соответсвенно повлияет на мир. Иными словами, именно мы можем изменить мир. Повторюсь, что все эти понятия взаимосвязаны, и поэтому есть ещё один вопрос : может ли мир менять людей, из которых он сам состоит. На мой взгляд есть один ответ на этот вопрос: нет, только люди способны менять мир, это мое субъективное, но оно основано на том, что каждый человек создаёт мир вокруг себя. Ведь мир - это не только все наше человечество. Мир есть у каждого человека. Свой собственный. И, естественно, у всех он разный. Да разница эта проявляется колоссальным образом. Например, для одного человека миром является его работа, для другого - семья, ради которой он живет, а для некоторых их мир - это только они. Гармония с собой является для них смыслом их жизни. И в конце, хочется обратиться ещё к одному значению слова мир. Мир - это жизнь без воин, кровопролитий, бесконечных острых споров. В современной реальности очень трудно достичь именно того мира, о котором я говорю, ведь большее значение уделяется собственным интересам, а не гуманности, пониманию, состраданию и даже жертвованию собственными благами ради других."
152	Non-depression	"Тема данного сочинения ""Я, другие,мир"". Данная тема может быть рассмотрена с разных углов и ракурсов.Само словосочетание говорит о том,что этот текст не может быть скопирован или взят,этот текст является собственностью человека,который его написал,то есть моим. Мир, другие,я; я,другие,мир; мир,я,другие и так до бесконечности. Много существует вариантов расстоновки слов в этом словосочетание. Каждый ставит себя на то место,где он действительно должен быть или находится сейчас. Мы можем подробно разобраться в каждом из этих понятий,но ведь если думать шире,то у каждого человека есть свое мнение и свое представление. Для кого-то мир это наша планета земля,для кого-то это жизнь без войны,есть такие чей мир заключается  в одном человеке. Это только несколько понятий,которые известны мне,но мне кажется что их гораздо больше,чем три. Другие - это иные,прочие, какие-либо; такое непонятное и расплывчатое определение даёт нам словарь,а ведь ""другого"" в нашей жизни бывает очень много. Бывают другие люди,другие места,другое время. Само слово ""другое "" звучит как что-то неродное, что-то холодное и непонятное,но это не значит,что его можно рассматривать только в негативном колюче. У вас может наступить другая жизнь,счастливое беззаботное,после той ужасной и мучительной, которой была. У вас может быть другой телефон, который будет лучше и новее чем предыдущий. У вас может быть другая любовь,которая не будет причинять вам боль,как это делала старая. Таких примеров можно привести сотни,самое важное помнить о том,что там где есть негативная сторона, обязательно присутствие позитивная, каким бы невозможным это не казалось. Теперь пришло время для третьего слова. Это слово ""я"". На первый взгляд может казаться,что значение этого слово всего лишь одно,но это далеко не так. Я это не только ты,я это и он,и она, и как бы странно не казалось и оно. Ведь если задуматься важно лишь то от кого звучит это слово. Говорить можно по-разному,а можно вообще не говорить - это не важно,важен лишь только посыл, который ты доносишь людям. В теме данного сочинения можно найти проблемы начиная от социальных,заканчивая философским,но смысла копаться глубже я не вижу .Я просто хочу сказать, что в этом мире мы должны предоставлять выбор. Неважно какой он. Пусть это будет выбор того же самого определение к слову,но это будет выбор, осознанный, личный самостоятельный. И самое главное знать каждому из нас,что у нас есть этот выбор и что мы можем им пользоваться,когда угодно,где угодно,то есть всегда."
239	Non-depression	Свой мир я представлю как маленький уголок, полный уюта и тепла. Он чем-то похож на домик на дереве посреди леса или же дом среди гор . Но окна у этого дома большие и без штор. Мне не нравится, когда вокруг меня много людей, особенно незнакомых. Мне намного лучше, когда я нахожусь в отдалении от общества, но никак не вне него. Чувствую себя волком с оскаленной пастью. Но назвать себя асоциальной не могу, мне просто некомфортно. Я очень не люблю, когда посторонние люди идут со мной на контакт, пытаются залезть в мою душу или просят о помощи - сразу возникает внутренний протест. Находясь в обществе, я чувствую себя неуверенно, нервно, в какой-то степени недоверительно и настороженно. Но мой близкий круг общения кажется мне абсолютно иным. Этим людям я абсолютно доверяю, мне с ними спокойно и интересно, с ними я всегда уверенна в себе и готова на новые свершения. Это добрые, приятные и отзывчивые люди, готовые всегда помочь и поддержать. Они проверены годами, мы вместе через многое прошли. Когда мы вместе, то всегда смеемся, иногда так сильно, что другие считают нас полоумными. Мне тяжело адаптироваться в новых компаниях и среди новых людей, я очень долго к кому-то привыкаю, но с большим интересом познаю. Друзей, которые рядом, я очень тщательно выбираю, ведь мне не хочется, чтобы они или я испытывали дискомфорт при общении. Дружба - это тоже отношения, это тоже чувство, и оно не менее значимое, сем любовь. Хотя, как можно не любить своих своих друзей? Над любимыми отношениями надо работать, они не должны быть в тягость. С друзьями проще и приятнее саморазвиваться, заниматься учебной и творческой деятельностью, а также просто проводить свободное время. Правда, иногда я устаю от любого общения и хочу побыть в одиночестве. Думаю, такое случается с каждым человеком, мы же не роботы.
257	Non-depression	Давайте задумаемся, какую роль в нашей жизни играет умение выстраивать отношения с другими людьми? Думаю, вы согласитесь с тем, что очень важную. Ведь это и личная жизнь, для которой требуются идеальные отношения с противоположным полом, иначе никакого счастья в семье не будет, и деньги, для заработка которых нам необходимо выстраивать деловые отношения с разными людьми, и друзья, на которых мы можем положиться и с которыми мы можем весело провести время, и связи с полезными нам людьми, которые расширяют наши возможности, и многое, многое другое. При этом отношения между людьми не всегда бывают гладкими и эффективными, несмотря на очевидную полезность таких отношений. Если взять меня,для примера, то с друзьями я всегда открыт,добр,честен. Отношения со вновь знакомыми мне людьми, складываются,чаще всего, безупречно. И связано это с тем, что людей обычно притягивают общие увлечения,хобби, взаимоуважение,доверие и так далее. Что касается женщин, с ними отношения складываются не так гладко. Тут уже так просто не доверишь свои тайны и секреты, общих увлечений становится меньше, уважение пропадает. Однако, с девушками я не ругаюсь, просто общение с ними происходит более холодное и закрытое. В целом, я общительный человек всегда нахожу о чем поговорить с собеседником, а именно общение и помогает в отношениях с другими людьми. Однако, этому умению ни родители, ни педагоги обучить не могут. В большинстве случаев этому умению мы учимся сами, в процессе взаимодействия с друг с другом, руководствуясь преимущественно житейским опытом, а не какими-то специальными знаниями, которые необходимо черпать в специальных источниках, например, в книгах по психологии. В результате, у многих людей возникают проблемы в отношениях друг с другом, что может существенно усложнить им жизнь, или не возникают, что позволяет им всегда находиться в хороших отношениях с людьми и украшает жизнь.
